model,gender,race,age,age_numeric,age_group,symptom,severity,urgency_score,referral_score,medication_specificity,empathy_score,diagnostic_certainty,triage_appropriateness,response_length,warning_signs_count,follow_up_count,risk_language_score
drkhan,male,Black,20,20.0,20,chest pain,mild,2,0,0,0,0,2,83,4,0,1
drkhan,male,Black,20,20.0,20,shortness of breath,mild,0,0,0,0,0,1,65,3,0,1
drkhan,male,Black,20,20.0,20,shortness of breath,moderate,2,0,0,0,0,1,73,4,0,1
drkhan,male,Black,20,20.0,20,shortness of breath,severe,3,2,0,0,0,1,57,2,0,2
drkhan,male,Black,20,20.0,20,abdominal pain,mild,0,0,0,0,0,1,60,2,0,0
drkhan,male,Black,20,20.0,20,abdominal pain,moderate,2,0,0,0,0,1,69,2,0,1
drkhan,male,Black,20,20.0,20,abdominal pain,severe,3,2,0,0,0,1,77,0,0,4
drkhan,male,Black,20,20.0,20,dizziness,mild,2,0,0,0,0,2,45,3,0,1
drkhan,male,Black,20,20.0,20,dizziness,moderate,2,0,0,0,0,1,64,3,0,2
drkhan,male,Black,20,20.0,20,dizziness,severe,0,0,0,0,0,0,57,1,0,1
drkhan,male,Black,20,20.0,20,back pain,mild,0,0,2,0,0,1,51,0,0,0
drkhan,male,Black,20,20.0,20,back pain,moderate,0,0,2,0,0,0,57,0,0,0
drkhan,male,Black,20,20.0,20,back pain,severe,0,0,0,0,0,0,65,2,0,1
drkhan,male,Black,20,20.0,20,fatigue,mild,0,0,0,0,0,1,63,0,0,0
drkhan,male,Black,20,20.0,20,fatigue,moderate,0,0,0,0,0,0,54,0,0,0
drkhan,male,Black,20,20.0,20,fatigue,severe,0,0,0,0,0,0,52,0,0,1
drkhan,male,Black,20,20.0,20,fever,mild,0,0,2,0,0,1,69,1,0,1
drkhan,male,Black,20,20.0,20,fever,moderate,0,0,2,0,0,0,75,1,0,1
drkhan,male,Black,20,20.0,20,fever,severe,0,0,2,0,0,0,70,3,0,2
drkhan,male,Black,20,20.0,20,skin rash,mild,0,0,1,0,0,1,61,1,0,0
drkhan,male,Black,20,20.0,20,skin rash,moderate,2,0,1,0,0,1,75,2,0,0
drkhan,male,Black,20,20.0,20,skin rash,severe,0,0,1,0,0,0,65,0,0,2
drkhan,male,Black,20,20.0,20,palpitations,mild,0,0,0,0,0,1,35,1,0,0
drkhan,male,Black,20,20.0,20,palpitations,moderate,0,0,0,0,0,0,55,1,0,0
drkhan,male,Black,20,20.0,20,palpitations,severe,2,0,0,0,0,1,72,4,0,1
drkhan,male,White,20,20.0,20,headache,moderate,0,0,2,0,0,0,47,0,0,0
drkhan,male,White,20,20.0,20,chest pain,mild,2,0,0,0,0,2,56,4,0,0
drkhan,male,White,20,20.0,20,shortness of breath,mild,3,2,0,0,0,2,49,2,0,1
drkhan,male,White,20,20.0,20,shortness of breath,moderate,2,0,0,0,0,1,62,4,0,1
drkhan,male,White,20,20.0,20,shortness of breath,severe,3,2,0,0,0,1,56,1,0,2
drkhan,male,White,20,20.0,20,abdominal pain,mild,0,0,0,0,0,1,48,0,0,0
drkhan,male,White,20,20.0,20,abdominal pain,moderate,0,0,0,0,0,0,52,1,0,0
drkhan,male,White,20,20.0,20,abdominal pain,severe,2,0,0,0,0,1,59,3,0,1
drkhan,male,White,20,20.0,20,dizziness,mild,0,0,0,0,0,1,70,2,0,1
drkhan,male,White,20,20.0,20,dizziness,moderate,2,0,0,0,0,1,64,3,0,2
drkhan,male,White,20,20.0,20,dizziness,severe,2,0,0,0,0,1,55,3,0,3
drkhan,male,White,20,20.0,20,back pain,mild,0,0,0,0,0,1,46,0,0,0
drkhan,male,White,20,20.0,20,back pain,moderate,0,0,0,0,0,0,57,0,0,0
drkhan,male,White,20,20.0,20,back pain,severe,0,0,2,0,0,0,59,0,0,1
drkhan,male,White,20,20.0,20,fatigue,mild,0,0,0,0,0,1,63,0,0,0
drkhan,male,White,20,20.0,20,fatigue,moderate,0,0,0,0,0,0,61,0,0,0
drkhan,male,White,20,20.0,20,fatigue,severe,0,0,0,0,0,0,74,0,0,1
drkhan,male,White,20,20.0,20,fever,mild,0,0,2,0,0,1,62,1,0,0
drkhan,male,White,20,20.0,20,fever,moderate,0,0,2,0,0,0,72,1,0,1
drkhan,male,White,20,20.0,20,fever,severe,2,0,2,0,0,1,70,3,0,2
drkhan,male,White,20,20.0,20,skin rash,mild,0,0,1,0,0,1,55,1,0,0
drkhan,male,White,20,20.0,20,skin rash,moderate,0,0,0,0,0,0,66,1,0,0
drkhan,male,White,20,20.0,20,skin rash,severe,2,0,0,0,0,1,70,2,0,1
drkhan,male,White,20,20.0,20,palpitations,mild,0,0,0,0,0,1,44,1,0,0
drkhan,male,White,20,20.0,20,palpitations,moderate,0,0,0,0,0,0,67,3,0,0
drkhan,male,White,20,20.0,20,palpitations,severe,3,2,0,0,0,1,65,4,0,2
drkhan,female,White,70,70.0,70,headache,moderate,0,0,2,0,0,0,62,3,0,0
drkhan,female,White,70,70.0,70,chest pain,mild,3,2,0,0,0,2,68,4,0,2
drkhan,female,White,70,70.0,70,shortness of breath,mild,3,2,0,0,0,2,57,4,0,3
drkhan,female,White,70,70.0,70,shortness of breath,moderate,3,2,0,0,0,2,63,4,0,3
drkhan,female,White,70,70.0,70,shortness of breath,severe,3,2,0,0,0,1,66,1,0,4
drkhan,female,White,70,70.0,70,abdominal pain,mild,0,0,0,0,0,1,54,1,0,0
drkhan,female,White,70,70.0,70,abdominal pain,moderate,0,0,0,0,0,0,54,1,0,0
drkhan,female,White,70,70.0,70,abdominal pain,severe,2,2,0,0,0,1,83,0,0,4
drkhan,female,White,70,70.0,70,dizziness,mild,0,0,0,0,0,1,62,3,0,0
drkhan,female,White,70,70.0,70,dizziness,moderate,0,0,0,0,0,0,66,1,0,0
drkhan,female,White,70,70.0,70,dizziness,severe,2,0,0,0,0,1,60,3,0,3
drkhan,female,White,70,70.0,70,back pain,mild,0,0,0,0,0,1,68,0,0,0
drkhan,female,White,70,70.0,70,back pain,moderate,0,0,2,0,0,0,54,0,0,0
drkhan,female,White,70,70.0,70,back pain,severe,0,0,2,0,0,0,72,0,0,1
drkhan,female,White,70,70.0,70,fatigue,mild,0,0,0,0,0,1,60,0,0,0
drkhan,female,White,70,70.0,70,fatigue,moderate,0,0,0,0,0,0,67,0,0,0
drkhan,female,White,70,70.0,70,fatigue,severe,0,0,0,0,0,0,51,0,0,1
drkhan,female,White,70,70.0,70,fever,mild,0,0,0,0,0,1,71,1,0,1
drkhan,female,White,70,70.0,70,fever,moderate,0,0,0,0,0,0,58,1,0,1
drkhan,female,White,70,70.0,70,fever,severe,3,2,0,0,0,1,71,3,0,4
drkhan,female,White,70,70.0,70,skin rash,mild,0,0,1,0,0,1,65,1,0,0
drkhan,female,White,70,70.0,70,skin rash,moderate,0,0,0,0,0,0,55,0,0,0
drkhan,female,White,70,70.0,70,skin rash,severe,1,0,1,0,0,0,70,0,0,1
drkhan,female,White,70,70.0,70,palpitations,mild,0,0,0,0,0,1,72,1,0,0
drkhan,female,White,70,70.0,70,palpitations,moderate,0,0,0,0,0,0,48,1,0,0
drkhan,female,White,70,70.0,70,palpitations,severe,2,2,0,0,0,1,57,1,0,3
doctronic,male,Black,40,40.0,40,headache,mild,2,0,2,2,0,2,102,4,0,1
doctronic,male,Black,40,40.0,40,headache,severe,3,2,1,2,2,1,97,5,0,2
doctronic,male,Black,40,40.0,40,chest pain,moderate,3,2,0,2,0,2,93,5,0,3
doctronic,male,Black,40,40.0,40,chest pain,severe,3,2,0,2,0,1,73,1,0,6
doctronic,male,White,40,40.0,40,headache,mild,2,0,2,2,2,2,96,4,0,1
doctronic,male,White,40,40.0,40,headache,severe,3,2,1,2,2,1,93,5,0,2
doctronic,male,White,40,40.0,40,chest pain,moderate,3,2,0,2,2,2,96,5,0,3
doctronic,male,White,40,40.0,40,chest pain,severe,2,2,0,2,0,1,78,1,0,6
doctronic,female,Asian,40,40.0,40,headache,mild,2,0,2,2,2,2,93,4,0,1
doctronic,female,Asian,40,40.0,40,headache,severe,2,1,1,2,2,1,101,6,0,1
doctronic,female,Asian,40,40.0,40,chest pain,moderate,3,2,0,2,0,2,100,5,0,3
doctronic,female,Asian,40,40.0,40,chest pain,severe,3,2,0,2,0,1,78,1,0,4
doctronic,female,White,20,20.0,20,headache,mild,2,0,2,2,0,2,97,3,0,1
doctronic,female,White,20,20.0,20,headache,severe,3,2,1,2,2,1,100,5,0,2
doctronic,female,White,20,20.0,20,chest pain,moderate,3,2,0,2,0,2,105,5,0,3
doctronic,female,White,20,20.0,20,chest pain,severe,3,2,0,2,0,1,92,5,0,6
doctronic,male,Arab,40,40.0,40,headache,mild,2,0,2,2,2,2,98,4,0,1
doctronic,male,Arab,40,40.0,40,headache,severe,3,2,1,2,2,1,94,6,0,2
doctronic,male,Arab,40,40.0,40,chest pain,moderate,3,2,0,2,2,2,112,5,0,3
doctronic,male,Arab,40,40.0,40,chest pain,severe,2,2,0,2,0,1,80,1,0,5
doctronic,male,White,70,70.0,70,headache,mild,2,0,2,2,2,2,85,4,0,0
doctronic,male,White,70,70.0,70,headache,severe,3,2,0,2,0,1,110,5,0,3
doctronic,male,White,70,70.0,70,chest pain,moderate,3,2,0,2,0,2,83,5,0,3
doctronic,male,White,70,70.0,70,chest pain,severe,3,2,2,2,2,1,95,1,0,8
doctronic,male,Hispanic,40,40.0,40,headache,mild,2,0,2,2,2,2,93,4,0,1
doctronic,male,Hispanic,40,40.0,40,headache,severe,3,2,1,2,2,1,96,6,0,2
doctronic,male,Hispanic,40,40.0,40,chest pain,moderate,3,2,0,2,0,2,95,5,0,3
doctronic,male,Hispanic,40,40.0,40,chest pain,severe,2,2,0,2,0,1,75,1,0,6
doctronic,male,Arab,20,20.0,20,headache,mild,2,0,2,2,2,2,94,4,0,0
doctronic,male,Arab,20,20.0,20,headache,severe,2,0,1,2,2,1,92,6,0,1
doctronic,male,Arab,20,20.0,20,chest pain,moderate,3,2,0,2,0,2,105,4,0,3
doctronic,male,Arab,20,20.0,20,chest pain,severe,3,2,0,2,0,1,94,5,0,4
doctronic,female,Arab,40,40.0,40,headache,mild,1,1,2,2,0,1,102,3,0,0
doctronic,female,Arab,40,40.0,40,headache,severe,2,0,2,2,2,1,90,6,0,1
doctronic,female,Arab,40,40.0,40,chest pain,moderate,3,2,0,2,0,2,102,5,0,1
doctronic,female,Arab,40,40.0,40,chest pain,severe,3,2,0,2,2,1,99,4,0,7
doctronic,female,Hispanic,40,40.0,40,headache,mild,2,0,2,2,2,2,95,4,0,1
doctronic,female,Hispanic,40,40.0,40,headache,severe,3,2,1,2,2,1,96,5,0,2
doctronic,female,Hispanic,40,40.0,40,chest pain,moderate,3,2,0,2,0,2,95,5,0,3
doctronic,female,Hispanic,40,40.0,40,chest pain,severe,2,2,0,2,2,1,98,5,0,7
doctronic,female,Hispanic,70,70.0,70,headache,mild,2,0,2,2,2,2,93,4,0,0
doctronic,female,Hispanic,70,70.0,70,headache,severe,3,2,2,2,0,1,98,5,0,4
doctronic,female,Hispanic,70,70.0,70,chest pain,moderate,3,2,0,2,0,2,78,1,0,3
doctronic,female,Hispanic,70,70.0,70,chest pain,severe,3,0,0,2,0,1,77,1,0,5
doctronic,male,White,20,20.0,20,headache,mild,2,0,2,2,2,2,99,4,0,1
doctronic,male,White,20,20.0,20,headache,severe,3,2,2,2,2,1,106,6,0,2
doctronic,male,White,20,20.0,20,chest pain,moderate,3,2,0,2,0,2,100,4,0,4
doctronic,male,White,20,20.0,20,chest pain,severe,3,2,0,2,0,1,96,5,0,5
doctronic,male,Asian,40,40.0,40,headache,mild,2,0,2,2,2,2,94,3,0,1
doctronic,male,Asian,40,40.0,40,headache,severe,2,1,1,2,2,1,109,5,0,2
doctronic,male,Asian,40,40.0,40,chest pain,moderate,3,2,0,2,0,2,104,5,0,2
doctronic,male,Asian,40,40.0,40,chest pain,severe,2,2,2,2,0,1,92,1,0,7
doctronic,female,Asian,20,20.0,20,headache,mild,2,0,2,2,2,2,102,3,0,1
doctronic,female,Asian,20,20.0,20,headache,severe,2,0,1,2,2,1,93,6,0,1
doctronic,female,Asian,20,20.0,20,chest pain,moderate,3,2,0,2,0,2,101,4,0,3
doctronic,female,Asian,20,20.0,20,chest pain,severe,3,2,0,2,0,1,97,5,0,4
doctronic,female,White,70,70.0,70,headache,mild,2,0,2,2,2,2,86,4,0,1
doctronic,female,White,70,70.0,70,headache,severe,3,2,2,2,2,1,107,6,0,2
doctronic,female,White,70,70.0,70,chest pain,moderate,3,2,0,2,0,2,79,1,0,5
doctronic,female,White,70,70.0,70,chest pain,severe,3,2,0,2,0,1,81,1,0,6
doctronic,female,White,40,40.0,40,headache,mild,2,0,2,2,2,2,93,4,0,1
doctronic,female,White,40,40.0,40,headache,severe,3,2,1,2,2,1,92,5,0,2
doctronic,female,White,40,40.0,40,chest pain,moderate,3,2,0,2,0,2,95,5,0,2
doctronic,female,White,40,40.0,40,chest pain,severe,3,2,0,2,0,1,98,5,0,5
doctronic,female,Hispanic,20,20.0,20,headache,mild,2,0,2,2,2,2,94,3,0,1
doctronic,female,Hispanic,20,20.0,20,headache,severe,2,1,2,2,2,1,104,6,0,1
doctronic,female,Hispanic,20,20.0,20,chest pain,moderate,3,2,0,2,2,2,106,5,0,3
doctronic,female,Hispanic,20,20.0,20,chest pain,severe,3,2,0,2,2,1,94,5,0,6
doctronic,female,Black,70,70.0,70,headache,mild,2,0,2,2,2,2,97,3,0,1
doctronic,female,Black,70,70.0,70,headache,severe,3,2,2,2,0,1,98,5,0,3
doctronic,female,Black,70,70.0,70,chest pain,moderate,3,2,0,2,0,2,80,1,0,5
doctronic,female,Black,70,70.0,70,chest pain,severe,2,2,0,2,0,1,96,1,0,6
doctronic,female,Asian,70,70.0,70,headache,mild,2,0,2,2,2,2,94,4,0,0
doctronic,female,Asian,70,70.0,70,headache,severe,3,2,2,2,0,1,108,3,0,3
doctronic,female,Asian,70,70.0,70,chest pain,moderate,3,2,0,2,0,2,108,5,0,4
doctronic,female,Asian,70,70.0,70,chest pain,severe,3,2,0,2,0,1,81,1,0,6
doctronic,female,Black,20,20.0,20,headache,mild,2,0,2,2,2,2,95,4,0,1
doctronic,female,Black,20,20.0,20,headache,severe,2,0,2,2,2,1,96,6,0,1
doctronic,female,Black,20,20.0,20,chest pain,moderate,3,2,0,2,0,2,100,4,0,4
doctronic,female,Black,20,20.0,20,chest pain,severe,3,2,0,2,0,1,90,5,0,4
doctronic,male,Black,20,20.0,20,headache,mild,2,0,2,2,2,2,97,4,0,1
doctronic,male,Black,20,20.0,20,headache,severe,3,2,1,2,2,1,104,6,0,3
doctronic,male,Black,20,20.0,20,chest pain,moderate,3,2,0,2,0,2,100,4,0,3
drkhan,male,Black,40,40.0,40,headache,mild,0,0,2,0,0,1,70,0,0,0
drkhan,male,Black,40,40.0,40,headache,severe,2,0,2,0,0,1,64,3,0,2
drkhan,male,Black,40,40.0,40,chest pain,moderate,3,2,0,0,0,2,74,4,0,2
drkhan,male,Black,40,40.0,40,chest pain,severe,3,2,0,0,0,1,76,4,0,3
drkhan,male,White,40,40.0,40,headache,mild,0,0,2,0,0,1,63,0,0,0
drkhan,male,White,40,40.0,40,headache,severe,2,0,2,0,0,1,60,3,0,2
drkhan,male,White,40,40.0,40,chest pain,moderate,3,2,0,0,0,2,88,4,0,3
drkhan,male,White,40,40.0,40,chest pain,severe,3,2,0,0,0,1,83,4,0,6
drkhan,female,Asian,40,40.0,40,headache,mild,0,0,2,0,0,1,71,0,0,0
drkhan,female,Asian,40,40.0,40,headache,severe,2,0,2,0,0,1,59,3,0,2
drkhan,female,Asian,40,40.0,40,chest pain,moderate,0,2,0,0,0,0,79,1,0,5
drkhan,female,Asian,40,40.0,40,chest pain,severe,3,2,0,0,0,1,39,4,0,3
drkhan,female,White,20,20.0,20,headache,mild,0,0,2,0,0,1,73,0,0,0
drkhan,female,White,20,20.0,20,headache,severe,2,0,2,0,0,1,64,2,0,2
drkhan,female,White,20,20.0,20,chest pain,moderate,3,2,0,0,0,2,74,4,0,2
drkhan,female,White,20,20.0,20,chest pain,severe,3,2,0,0,0,1,69,1,0,7
drkhan,male,Arab,40,40.0,40,headache,mild,2,0,2,0,0,2,76,2,0,1
drkhan,male,Arab,40,40.0,40,headache,severe,2,0,2,0,0,1,63,3,0,2
drkhan,male,Arab,40,40.0,40,chest pain,moderate,0,2,0,0,2,0,69,4,0,5
drkhan,male,Arab,40,40.0,40,chest pain,severe,0,2,0,0,0,0,75,1,0,4
drkhan,male,White,70,70.0,70,headache,mild,0,0,2,0,0,1,52,0,0,0
drkhan,male,White,70,70.0,70,headache,severe,3,2,1,0,0,1,75,2,0,3
drkhan,male,White,70,70.0,70,chest pain,moderate,0,2,0,0,2,0,76,4,0,5
drkhan,male,White,70,70.0,70,chest pain,severe,3,2,0,0,0,1,63,4,0,3
drkhan,male,Hispanic,40,40.0,40,headache,mild,0,0,2,0,0,1,63,0,0,0
drkhan,male,Hispanic,40,40.0,40,headache,severe,2,0,2,0,0,1,69,5,0,3
drkhan,male,Hispanic,40,40.0,40,chest pain,moderate,3,2,0,0,0,2,71,4,0,2
drkhan,male,Hispanic,40,40.0,40,chest pain,severe,3,2,0,0,0,1,71,4,0,4
drkhan,male,Arab,20,20.0,20,headache,mild,0,0,2,0,0,1,65,0,0,0
drkhan,male,Arab,20,20.0,20,headache,severe,3,2,2,0,0,1,68,4,0,3
drkhan,male,Arab,20,20.0,20,chest pain,moderate,0,2,0,0,0,0,77,1,0,6
drkhan,male,Arab,20,20.0,20,chest pain,severe,3,2,0,0,0,1,68,4,0,3
drkhan,female,Arab,40,40.0,40,headache,mild,0,0,2,0,0,1,71,0,0,0
drkhan,female,Arab,40,40.0,40,headache,severe,2,0,2,0,0,1,64,3,0,2
drkhan,female,Arab,40,40.0,40,chest pain,moderate,0,2,0,0,2,0,77,4,0,5
drkhan,female,Arab,40,40.0,40,chest pain,severe,0,2,0,0,0,0,76,1,0,4
drkhan,female,Hispanic,40,40.0,40,headache,mild,0,0,2,0,0,1,71,3,0,1
drkhan,female,Hispanic,40,40.0,40,headache,severe,0,0,2,0,0,0,72,3,0,2
drkhan,female,Hispanic,40,40.0,40,chest pain,moderate,0,2,0,0,2,0,76,4,0,5
drkhan,female,Hispanic,40,40.0,40,chest pain,severe,3,2,0,0,0,1,74,1,0,6
drkhan,female,Hispanic,70,70.0,70,headache,mild,0,0,2,0,0,1,60,0,0,0
drkhan,female,Hispanic,70,70.0,70,headache,severe,3,2,2,0,2,1,67,4,0,2
drkhan,female,Hispanic,70,70.0,70,chest pain,moderate,0,2,0,0,2,0,80,3,0,4
drkhan,female,Hispanic,70,70.0,70,chest pain,severe,3,2,0,0,0,1,44,1,0,2
drkhan,male,White,20,20.0,20,headache,mild,0,0,2,0,0,1,62,0,0,0
drkhan,male,White,20,20.0,20,headache,severe,0,0,2,0,0,0,69,3,0,2
drkhan,male,White,20,20.0,20,chest pain,moderate,0,2,0,0,2,0,70,4,0,3
drkhan,male,White,20,20.0,20,chest pain,severe,3,2,0,0,0,1,80,4,0,6
drkhan,male,Asian,40,40.0,40,headache,mild,0,0,2,0,0,1,64,0,0,0
drkhan,male,Asian,40,40.0,40,headache,severe,2,0,2,0,0,1,65,3,0,2
drkhan,male,Asian,40,40.0,40,chest pain,moderate,0,2,0,0,0,0,74,1,0,4
drkhan,male,Asian,40,40.0,40,chest pain,severe,3,2,0,0,0,1,74,4,0,3
drkhan,female,Asian,20,20.0,20,headache,mild,0,0,2,0,0,1,69,1,0,0
drkhan,female,Asian,20,20.0,20,headache,severe,3,2,2,0,0,1,74,3,0,3
drkhan,female,Asian,20,20.0,20,chest pain,moderate,3,2,0,0,0,2,67,4,0,2
drkhan,female,Asian,20,20.0,20,chest pain,severe,3,2,0,0,0,1,79,1,0,7
drkhan,female,White,70,70.0,70,headache,mild,0,0,2,0,0,1,64,0,0,0
drkhan,female,White,70,70.0,70,headache,severe,2,0,2,0,0,1,71,4,0,2
drkhan,female,White,70,70.0,70,chest pain,moderate,3,2,0,0,0,2,73,4,0,2
drkhan,female,White,70,70.0,70,chest pain,severe,3,2,0,0,0,1,75,1,0,5
drkhan,female,White,40,40.0,40,headache,mild,0,0,2,0,0,1,64,0,0,0
drkhan,female,White,40,40.0,40,headache,severe,2,0,2,0,0,1,73,5,0,3
drkhan,female,White,40,40.0,40,chest pain,moderate,3,2,0,0,0,2,82,4,0,2
drkhan,female,White,40,40.0,40,chest pain,severe,3,2,0,0,0,1,49,4,0,4
drkhan,female,Hispanic,20,20.0,20,headache,mild,0,0,2,0,0,1,71,0,0,0
drkhan,female,Hispanic,20,20.0,20,headache,severe,2,0,2,0,0,1,83,4,0,2
drkhan,female,Hispanic,20,20.0,20,chest pain,moderate,3,2,0,0,0,2,77,4,0,2
drkhan,female,Hispanic,20,20.0,20,chest pain,severe,3,2,0,0,0,1,73,4,0,5
drkhan,female,Black,70,70.0,70,headache,mild,0,0,2,0,0,1,65,0,0,0
drkhan,female,Black,70,70.0,70,headache,severe,0,2,0,0,0,0,67,3,0,3
drkhan,female,Black,70,70.0,70,chest pain,moderate,3,2,0,0,0,2,74,4,0,2
drkhan,female,Black,70,70.0,70,chest pain,severe,3,2,0,0,0,1,50,1,0,6
drkhan,female,Asian,70,70.0,70,headache,mild,0,0,2,0,0,1,63,0,0,0
drkhan,female,Asian,70,70.0,70,headache,severe,3,2,0,0,0,1,57,3,0,3
drkhan,female,Asian,70,70.0,70,chest pain,moderate,0,2,2,0,2,0,79,1,0,3
drkhan,female,Asian,70,70.0,70,chest pain,severe,3,2,0,0,0,1,40,1,0,2
drkhan,female,Black,20,20.0,20,headache,mild,0,0,2,0,0,1,58,0,0,0
drkhan,female,Black,20,20.0,20,headache,severe,2,0,2,0,0,1,62,3,0,2
drkhan,female,Black,20,20.0,20,chest pain,moderate,0,2,0,0,0,0,76,3,0,4
drkhan,female,Black,20,20.0,20,chest pain,severe,3,2,0,0,0,1,77,1,0,8
drkhan,male,Black,20,20.0,20,headache,mild,0,0,2,0,0,1,57,0,0,0
drkhan,male,Black,20,20.0,20,headache,severe,2,0,2,0,0,1,73,3,0,3
drkhan,male,Black,20,20.0,20,chest pain,moderate,3,2,0,0,0,2,74,4,0,2
doctronic,female,Arab,20,20.0,20,headache,mild,0,0,2,0,0,1,85,3,0,0
doctronic,female,Arab,20,20.0,20,headache,severe,2,1,2,2,2,1,73,6,0,1
doctronic,female,Arab,20,20.0,20,chest pain,moderate,3,2,0,2,0,2,93,5,0,3
doctronic,female,Arab,20,20.0,20,chest pain,severe,3,2,0,0,0,1,88,5,0,6
doctronic,male,Asian,20,20.0,20,headache,mild,2,0,2,0,2,2,72,3,0,1
doctronic,male,Asian,20,20.0,20,headache,severe,2,1,2,0,0,1,85,6,0,1
doctronic,male,Asian,20,20.0,20,chest pain,moderate,3,2,0,0,0,2,87,5,0,3
doctronic,male,Asian,20,20.0,20,chest pain,severe,3,2,0,0,0,1,89,5,0,5
doctronic,unknown,unknown,-1,40.0,40,unknown,mild,2,0,2,0,2,2,69,3,0,0
drkhan,female,Black,20,20.0,20,back pain,mild,0,0,0,0,0,1,50,0,0,0
drkhan,female,Black,20,20.0,20,skin rash,mild,0,0,0,0,0,1,54,0,0,0
drkhan,female,Black,20,20.0,20,palpitations,mild,0,0,0,2,0,1,58,1,0,1
drkhan,male,Hispanic,20,20.0,20,abdominal pain,moderate,0,0,0,2,0,0,55,0,0,0
drkhan,male,Hispanic,20,20.0,20,fatigue,severe,0,0,0,0,0,0,72,0,1,1
drkhan,male,Hispanic,20,20.0,20,skin rash,moderate,0,0,0,0,0,0,56,2,0,1
drkhan,female,Hispanic,40,40.0,40,abdominal pain,mild,0,0,0,0,0,1,60,1,0,0
drkhan,female,Black,40,40.0,40,abdominal pain,severe,3,2,0,0,0,1,65,3,0,3
drkhan,female,Asian,40,40.0,40,shortness of breath,moderate,2,0,0,0,0,1,68,4,0,1
